0,	-1
0,	-1
0,	0.655539380944472
1,	1
0,	0.655539380944472
1,	1
0,	-1
1,	-0.975904824972851
1,	-0.975904824972851
1,	-0.975904824972851
1,	-0.975904824972851
1,	-0.975904824972851
0,	0.655539380944472
0,	0.655539380944472
0,	-1
1,	-0.975904824972851
0,	0.655539380944472
1,	-0.975904824972851
1,	-0.975904824972851
0,	-1
0,	0.655539380944472
0,	-1
0,	0.655539380944472
1,	-0.975904824972851
1,	-0.975904824972851
0,	0.655539380944472
0,	0.655539380944472
1,	-0.975904824972851
0,	0.655539380944472
0,	0.655539380944472
1,	-0.975904824972851
1,	1
0,	0.655539380944472
1,	1
0,	-1
0,	-1
0,	-1
0,	-1
1,	-0.975904824972851
0,	-1
0,	-1
0,	0.655539380944472
0,	-1
0,	0.655539380944472
0,	0.655539380944472
1,	1
1,	-0.975904824972851
1,	-0.975904824972851
1,	1
0,	-1
0,	-1
1,	-0.975904824972851
1,	1
1,	-0.975904824972851
1,	-0.975904824972851
1,	1
0,	0.655539380944472
1,	-0.975904824972851
0,	-1
1,	1
